comuna,tipo,fecha,descripcion
Estación Central,Peligro,2025-04-22T01:57:59.000Z,"Av. Víctor Jara"
Santiago,Policía,2025-06-29T22:26:42.918Z,"Av. San Pablo"
Providencia,Policía,2025-04-22T01:56:53.000Z,"Marín"
Santiago,Peligro,2025-04-20T01:18:14.000Z,"Av. Libertador Bernardo O'Higgins"
Santiago,Peligro,2025-04-19T20:19:07.000Z,"Av. Libertador Bernardo O'Higgins"
Providencia,Congestión,2025-06-29T22:26:42.918Z,"Av. Providencia"
Santiago,Peligro,2025-04-21T14:35:09.000Z,"Av. Libertador Bernardo O'Higgins"
Santiago,Peligro,2025-04-21T16:35:12.000Z,"Av. Libertador Bernardo O'Higgins"
Estación Central,Peligro,2025-04-22T01:55:07.000Z,"Av. Libertador Bernardo O'Higgins"
Santiago,Peligro,2025-04-21T20:55:49.000Z,"Av. Libertador Bernardo O'Higgins"
Santiago,Peligro,2025-04-19T22:14:02.000Z,"Av. Libertador Bernardo O'Higgins"
Santiago,Peligro,2025-04-21T09:17:17.000Z,"Av. Libertador Bernardo O'Higgins"
Santiago,Peligro,2025-04-21T18:10:08.000Z,"Av. Libertador Bernardo O'Higgins"
Santiago,Peligro,2025-04-20T01:29:31.000Z,"Av. Libertador Bernardo O'Higgins"
Santiago,Peligro,2025-04-21T18:13:37.000Z,"Av. Libertador Bernardo O'Higgins"
Santiago,Peligro,2025-04-21T13:35:02.000Z,"Av. Libertador Bernardo O'Higgins"
Santiago,Peligro,2025-04-20T02:39:54.000Z,"Av. Libertador Bernardo O'Higgins"
Santiago,Peligro,2025-04-21T11:27:53.000Z,"Av. Libertador Bernardo O'Higgins"
Santiago,Peligro,2025-04-21T15:19:31.000Z,"Av. Libertador Bernardo O'Higgins"
Santiago,Peligro,2025-04-21T17:19:57.000Z,"Av. Libertador Bernardo O'Higgins"
Santiago,Peligro,2025-04-21T12:45:39.000Z,"Av. Libertador Bernardo O'Higgins"
Santiago,Peligro,2025-04-22T02:03:31.000Z,"Catedral"
Santiago,Policía,2025-04-22T02:00:08.000Z,"Av. 10 de Julio Huamachuco"
Santiago,Peligro,2025-04-17T03:04:08.000Z,"Av. Libertador Bernardo O'Higgins"
Santiago,Peligro,2025-04-20T01:23:54.000Z,"Av. Libertador Bernardo O'Higgins"
Santiago,Peligro,2025-04-22T02:03:52.000Z,"Ejército Libertador"
Santiago,Peligro,2025-04-19T20:25:59.000Z,"Av. Libertador Bernardo O'Higgins"
Santiago,Peligro,2025-04-21T16:40:35.000Z,"Av. Libertador Bernardo O'Higgins"
Santiago,Peligro,2025-04-16T12:15:31.000Z,"Av. Libertador Bernardo O'Higgins"
Santiago,Peligro,2025-04-21T20:57:05.000Z,"Av. Libertador Bernardo O'Higgins"
Santiago,Peligro,2025-04-19T22:22:43.000Z,"Av. Libertador Bernardo O'Higgins"
Santiago,Peligro,2025-04-21T09:45:43.000Z,"Av. Libertador Bernardo O'Higgins"
Santiago,Peligro,2025-04-21T18:10:23.000Z,"Av. Libertador Bernardo O'Higgins"
Santiago,Peligro,2025-04-21T18:16:31.000Z,"Av. Libertador Bernardo O'Higgins"
Santiago,Peligro,2025-04-21T13:37:45.000Z,"Av. Libertador Bernardo O'Higgins"
Santiago,Peligro,2025-04-21T11:31:31.000Z,"Av. Libertador Bernardo O'Higgins"
Santiago,Peligro,2025-04-21T15:22:19.000Z,"Av. Libertador Bernardo O'Higgins"
Santiago,Peligro,2025-04-21T17:22:46.000Z,"Av. Libertador Bernardo O'Higgins"
Independencia,Otro,2025-06-29T22:26:42.918Z,"Adolfo Ibáñez"
Santiago,Peligro,2025-04-21T13:05:36.000Z,"Av. Libertador Bernardo O'Higgins"
Santiago,Peligro,2025-04-22T02:06:35.000Z,"Ejército Libertador"
Santiago,Peligro,2025-04-19T20:38:58.000Z,"Av. Libertador Bernardo O'Higgins"
Santiago,Peligro,2025-04-21T14:35:24.000Z,"Av. Libertador Bernardo O'Higgins"
Santiago,Peligro,2025-04-21T16:43:56.000Z,"Av. Libertador Bernardo O'Higgins"
Santiago,Peligro,2025-04-21T02:48:15.000Z,"Av. Libertador Bernardo O'Higgins"
Santiago,Accidente,2025-04-22T02:08:49.000Z,"Ismael Valdés Vergara"
Santiago,Peligro,2025-04-21T20:57:52.000Z,"Av. Libertador Bernardo O'Higgins"
Santiago,Peligro,2025-04-22T02:05:57.000Z,"Portugal"
Santiago,Peligro,2025-04-21T18:10:26.000Z,"Av. Libertador Bernardo O'Higgins"
Santiago,Peligro,2025-04-21T18:20:37.000Z,"Av. Libertador Bernardo O'Higgins"
Santiago,Peligro,2025-04-21T13:41:09.000Z,"Av. Libertador Bernardo O'Higgins"
Estación Central,Peligro,2025-04-22T02:04:10.000Z,"Av. Víctor Jara"
Santiago,Peligro,2025-04-21T15:24:39.000Z,"Av. Libertador Bernardo O'Higgins"
Santiago,Peligro,2025-04-21T17:25:52.000Z,"Av. Libertador Bernardo O'Higgins"
Santiago,Peligro,2025-04-21T13:11:37.000Z,"Av. Libertador Bernardo O'Higgins"
Santiago,Otro,2025-04-22T02:12:48.000Z,"Ñuble"
Santiago,Peligro,2025-04-20T02:00:42.000Z,"Av. Libertador Bernardo O'Higgins"
Santiago,Peligro,2025-04-19T20:58:51.000Z,"Av. Libertador Bernardo O'Higgins"
Santiago,Peligro,2025-04-21T16:46:44.000Z,"Av. Libertador Bernardo O'Higgins"
Santiago,Peligro,2025-04-21T21:00:05.000Z,"Av. Libertador Bernardo O'Higgins"
Santiago,Peligro,2025-04-21T18:10:45.000Z,"Av. Libertador Bernardo O'Higgins"
Santiago,Peligro,2025-04-21T18:22:01.000Z,"Av. Libertador Bernardo O'Higgins"
Santiago,Peligro,2025-04-21T13:43:14.000Z,"Av. Libertador Bernardo O'Higgins"
Santiago,Peligro,2025-04-20T03:00:10.000Z,"Av. Libertador Bernardo O'Higgins"
Santiago,Peligro,2025-04-21T11:33:39.000Z,"Av. Libertador Bernardo O'Higgins"
Santiago,Peligro,2025-04-21T15:28:11.000Z,"Av. Libertador Bernardo O'Higgins"
Santiago,Peligro,2025-04-21T17:27:49.000Z,"Av. Libertador Bernardo O'Higgins"
Santiago,Peligro,2025-04-21T13:15:48.000Z,"Av. Libertador Bernardo O'Higgins"
Santiago,Peligro,2025-04-22T02:15:32.000Z,"Plaza Ercilla"
Santiago,Peligro,2025-04-20T02:07:49.000Z,"Av. Libertador Bernardo O'Higgins"
Santiago,Peligro,2025-04-21T14:36:36.000Z,"Av. Libertador Bernardo O'Higgins"
Santiago,Peligro,2025-04-21T16:56:32.000Z,"Av. Libertador Bernardo O'Higgins"
Santiago,Peligro,2025-04-21T03:10:03.000Z,"Av. Libertador Bernardo O'Higgins"
Santiago,Peligro,2025-04-21T21:04:08.000Z,"Av. Libertador Bernardo O'Higgins"
Santiago,Peligro,2025-04-19T22:24:56.000Z,"Av. Libertador Bernardo O'Higgins"
Santiago,Peligro,2025-04-21T10:16:34.000Z,"Av. Libertador Bernardo O'Higgins"
Santiago,Peligro,2025-04-21T18:12:43.000Z,"Av. Libertador Bernardo O'Higgins"
Santiago,Peligro,2025-04-20T01:39:54.000Z,"Av. Libertador Bernardo O'Higgins"
Estación Central,Peligro,2025-06-29T22:26:42.919Z,"Av. Libertador Bernardo O'Higgins"
Santiago,Peligro,2025-04-21T18:26:19.000Z,"Av. Libertador Bernardo O'Higgins"
Santiago,Peligro,2025-04-21T13:43:27.000Z,"Av. Libertador Bernardo O'Higgins"
Santiago,Peligro,2025-04-20T03:07:58.000Z,"Av. Libertador Bernardo O'Higgins"
Santiago,Peligro,2025-04-21T11:35:47.000Z,"Av. Libertador Bernardo O'Higgins"
Estación Central,Congestión,2025-06-29T22:26:42.919Z,"Av. Padre Alberto Hurtado"
Providencia,Corte de ruta,2025-06-29T22:26:42.919Z,"Retorno a Providencia"
Santiago,Peligro,2025-04-21T15:30:00.000Z,"Av. Libertador Bernardo O'Higgins"
Santiago,Peligro,2025-04-21T17:30:15.000Z,"Av. Libertador Bernardo O'Higgins"
Estación Central,Otro,2025-06-29T22:26:42.919Z,"Federico Reich"
Providencia,Otro,2025-06-29T22:26:42.919Z,"General Bustamante"
Santiago,Otro,2025-06-29T22:26:42.919Z,"Salvador Sanfuentes"
Quinta Normal,Otro,2025-06-29T22:26:42.919Z,"Aguirre"
Santiago,Peligro,2025-04-21T13:24:49.000Z,"Av. Libertador Bernardo O'Higgins"
Santiago,Otro,2025-04-22T02:20:54.000Z,"Ñuble"
Santiago,Peligro,2025-06-29T22:26:42.919Z,"Padre Felipe Gómez de Vidaurre"
Santiago,Peligro,2025-04-20T02:18:38.000Z,"Av. Libertador Bernardo O'Higgins"
Santiago,Otro,2025-04-22T02:23:44.000Z,"General Mackenna"
Santiago,Peligro,2025-04-21T14:37:57.000Z,"Av. Libertador Bernardo O'Higgins"
Santiago,Peligro,2025-04-21T17:01:44.000Z,"Av. Libertador Bernardo O'Higgins"
Santiago,Peligro,2025-04-21T21:05:45.000Z,"Av. Libertador Bernardo O'Higgins"
Santiago,Peligro,2025-04-19T22:32:47.000Z,"Av. Libertador Bernardo O'Higgins"
Santiago,Peligro,2025-04-21T10:33:38.000Z,"Av. Libertador Bernardo O'Higgins"
Santiago,Peligro,2025-04-21T18:14:36.000Z,"Av. Libertador Bernardo O'Higgins"
Santiago,Peligro,2025-04-21T18:27:40.000Z,"Av. Libertador Bernardo O'Higgins"
Santiago,Peligro,2025-04-21T13:51:18.000Z,"Av. Libertador Bernardo O'Higgins"
Santiago,Peligro,2025-04-20T03:28:40.000Z,"Av. Libertador Bernardo O'Higgins"
Santiago,Policía,2025-04-22T02:23:17.000Z,"Irene Morales"
Santiago,Peligro,2025-04-21T11:42:57.000Z,"Av. Libertador Bernardo O'Higgins"
Santiago,Peligro,2025-04-21T15:31:11.000Z,"Av. Libertador Bernardo O'Higgins"
Santiago,Peligro,2025-04-21T17:32:11.000Z,"Av. Libertador Bernardo O'Higgins"
Santiago,Otro,2025-06-29T22:26:42.920Z,"Lord Cochrane"
Quinta Normal,Otro,2025-06-29T22:26:42.920Z,"Tadeo Vargas"
Providencia,Otro,2025-06-29T22:26:42.920Z,"Ramón Carnicer"
Santiago,Peligro,2025-04-21T13:30:36.000Z,"Av. Libertador Bernardo O'Higgins"
Santiago,Peligro,2025-04-22T02:25:36.000Z,"Padre Felipe Gómez de Vidaurre"
Santiago,Peligro,2025-04-19T21:15:09.000Z,"Av. Libertador Bernardo O'Higgins"
Santiago,Peligro,2025-04-21T14:46:05.000Z,"Av. Libertador Bernardo O'Higgins"
Santiago,Peligro,2025-04-21T17:06:10.000Z,"Av. Libertador Bernardo O'Higgins"
Santiago,Peligro,2025-04-16T12:49:43.000Z,"Av. Libertador Bernardo O'Higgins"
Santiago,Peligro,2025-04-21T03:21:57.000Z,"Av. Libertador Bernardo O'Higgins"
Santiago,Peligro,2025-04-21T21:06:37.000Z,"Av. Libertador Bernardo O'Higgins"
Santiago,Peligro,2025-04-21T10:47:48.000Z,"Av. Libertador Bernardo O'Higgins"
Santiago,Peligro,2025-06-29T22:26:42.920Z,"Victoria"
Santiago,Peligro,2025-04-21T18:17:01.000Z,"Av. Libertador Bernardo O'Higgins"
Santiago,Peligro,2025-04-20T01:49:25.000Z,"Av. Libertador Bernardo O'Higgins"
Estación Central,Peligro,2025-04-22T02:26:20.000Z,"Av. Libertador Bernardo O'Higgins"
Santiago,Peligro,2025-04-21T18:35:12.000Z,"Av. Libertador Bernardo O'Higgins"
Santiago,Peligro,2025-04-21T13:56:17.000Z,"Av. Libertador Bernardo O'Higgins"
Santiago,Peligro,2025-04-21T11:44:16.000Z,"Av. Libertador Bernardo O'Higgins"
Estación Central,Congestión,2025-06-29T22:26:42.920Z,"Av. Padre Alberto Hurtado"
Santiago,Policía,2025-06-29T22:26:42.920Z,"San Diego"
Providencia,Corte de ruta,2025-06-29T22:26:42.920Z,"Retorno a Providencia"
Santiago,Peligro,2025-04-21T15:32:14.000Z,"Av. Libertador Bernardo O'Higgins"
Santiago,Peligro,2025-04-21T17:34:47.000Z,"Av. Libertador Bernardo O'Higgins"
Estación Central,Otro,2025-06-29T22:26:42.920Z,"San Alberto Hurtado"
Santiago,Peligro,2025-04-22T02:31:57.000Z,"Santa Isabel"
Santiago,Peligro,2025-04-21T13:32:43.000Z,"Av. Libertador Bernardo O'Higgins"
Santiago,Peligro,2025-04-17T03:17:42.000Z,"Av. Libertador Bernardo O'Higgins"
Estación Central,Policía,2025-04-22T02:32:02.000Z,"Av. Libertador Bernardo O'Higgins"
Santiago,Peligro,2025-04-19T21:39:05.000Z,"Av. Libertador Bernardo O'Higgins"
Estación Central,Policía,2025-04-22T02:30:05.000Z,"Av. Libertador Bernardo O'Higgins"
Estación Central,Policía,2025-04-22T02:33:28.000Z,"Av. Libertador Bernardo O'Higgins"
Estación Central,Policía,2025-04-22T02:33:00.000Z,"Santa Petronila"
Santiago,Peligro,2025-04-21T14:48:15.000Z,"Av. Libertador Bernardo O'Higgins"
Santiago,Peligro,2025-04-21T17:10:20.000Z,"Av. Libertador Bernardo O'Higgins"
Santiago,Peligro,2025-04-16T13:33:26.000Z,"Av. Libertador Bernardo O'Higgins"
Estación Central,Policía,2025-06-29T22:26:42.920Z,"Radal"
Santiago,Peligro,2025-04-21T03:23:24.000Z,"Av. Libertador Bernardo O'Higgins"
Santiago,Peligro,2025-04-21T21:07:15.000Z,"Av. Libertador Bernardo O'Higgins"
Estación Central,Policía,2025-04-22T02:32:45.000Z,"Av. Ecuador"
Santiago,Peligro,2025-04-22T02:33:28.000Z,"Av. Santa Rosa"
Santiago,Peligro,2025-04-21T18:19:36.000Z,"Av. Libertador Bernardo O'Higgins"
Santiago,Peligro,2025-04-20T01:55:22.000Z,"Av. Libertador Bernardo O'Higgins"
Santiago,Peligro,2025-04-21T18:40:52.000Z,"Av. Libertador Bernardo O'Higgins"
Santiago,Peligro,2025-04-21T13:56:35.000Z,"Av. Libertador Bernardo O'Higgins"
Santiago,Peligro,2025-04-21T11:48:38.000Z,"Av. Libertador Bernardo O'Higgins"
Santiago,Policía,2025-04-22T02:32:52.000Z,"Ismael Valdés Vergara"
Santiago,Peligro,2025-04-21T15:34:27.000Z,"Av. Libertador Bernardo O'Higgins"
Santiago,Peligro,2025-04-21T17:36:48.000Z,"Av. Libertador Bernardo O'Higgins"
Santiago,Peligro,2025-04-21T13:34:28.000Z,"Av. Libertador Bernardo O'Higgins"
Santiago,Peligro,2025-04-19T22:27:10.000Z,"Av. Libertador Bernardo O'Higgins"
Santiago,Peligro,2025-04-21T14:48:43.000Z,"Av. Libertador Bernardo O'Higgins"
Santiago,Peligro,2025-04-21T17:11:09.000Z,"Av. Libertador Bernardo O'Higgins"
Santiago,Peligro,2025-04-21T21:13:10.000Z,"Av. Libertador Bernardo O'Higgins"
Santiago,Peligro,2025-04-21T10:51:35.000Z,"Av. Libertador Bernardo O'Higgins"
Santiago,Policía,2025-04-22T02:37:48.000Z,"Portugal"
Santiago,Peligro,2025-04-21T18:20:21.000Z,"Av. Libertador Bernardo O'Higgins"
Santiago,Peligro,2025-04-21T18:44:45.000Z,"Av. Libertador Bernardo O'Higgins"
Santiago,Peligro,2025-04-21T14:01:34.000Z,"Av. Libertador Bernardo O'Higgins"
Santiago,Peligro,2025-04-22T02:37:31.000Z,"Santa Isabel"
Santiago,Peligro,2025-04-22T02:36:48.000Z,"Av. Manuel Rodríguez"
Santiago,Peligro,2025-04-21T15:36:16.000Z,"Av. Libertador Bernardo O'Higgins"
Santiago,Peligro,2025-04-21T17:39:08.000Z,"Av. Libertador Bernardo O'Higgins"
Santiago,Peligro,2025-04-21T13:41:25.000Z,"Av. Libertador Bernardo O'Higgins"
Santiago,Peligro,2025-04-21T14:53:01.000Z,"Av. Libertador Bernardo O'Higgins"
Santiago,Peligro,2025-04-21T21:17:12.000Z,"Av. Libertador Bernardo O'Higgins"
Santiago,Peligro,2025-04-21T10:55:58.000Z,"Av. Libertador Bernardo O'Higgins"
Santiago,Peligro,2025-04-21T18:24:43.000Z,"Av. Libertador Bernardo O'Higgins"
Santiago,Policía,2025-04-22T02:39:21.000Z,"San Isidro"
Santiago,Peligro,2025-04-21T18:48:46.000Z,"Av. Libertador Bernardo O'Higgins"
Santiago,Peligro,2025-04-21T14:13:09.000Z,"Av. Libertador Bernardo O'Higgins"
Santiago,Peligro,2025-04-21T11:49:22.000Z,"Av. Libertador Bernardo O'Higgins"
Santiago,Peligro,2025-04-22T02:40:19.000Z,"Agustinas"
Estación Central,Policía,2025-04-22T02:43:07.000Z,"Radal"
Santiago,Peligro,2025-04-21T15:40:24.000Z,"Av. Libertador Bernardo O'Higgins"
Santiago,Peligro,2025-04-21T17:39:43.000Z,"Av. Libertador Bernardo O'Higgins"
Santiago,Peligro,2025-04-21T13:43:28.000Z,"Av. Libertador Bernardo O'Higgins"
Recoleta,Policía,2025-04-22T02:45:00.000Z,"Pío Nono"
Estación Central,Policía,2025-04-22T02:47:40.000Z,"Coronel Souper"
Santiago,Peligro,2025-04-19T22:30:51.000Z,"Av. Libertador Bernardo O'Higgins"
Santiago,Peligro,2025-04-21T14:53:41.000Z,"Av. Libertador Bernardo O'Higgins"
Santiago,Peligro,2025-04-21T17:12:16.000Z,"Av. Libertador Bernardo O'Higgins"
Santiago,Peligro,2025-04-21T21:18:36.000Z,"Av. Libertador Bernardo O'Higgins"
Santiago,Peligro,2025-04-22T02:45:05.000Z,"Santa Isabel"
Santiago,Peligro,2025-04-21T18:25:03.000Z,"Av. Libertador Bernardo O'Higgins"
Santiago,Peligro,2025-04-20T01:57:35.000Z,"Av. Libertador Bernardo O'Higgins"
Santiago,Peligro,2025-04-21T18:51:17.000Z,"Av. Libertador Bernardo O'Higgins"
Santiago,Peligro,2025-04-21T14:15:01.000Z,"Av. Libertador Bernardo O'Higgins"
Santiago,Peligro,2025-04-22T02:47:29.000Z,"Padre Felipe Gómez de Vidaurre"
Santiago,Peligro,2025-04-20T03:32:30.000Z,"Av. Libertador Bernardo O'Higgins"
Santiago,Peligro,2025-04-21T11:53:15.000Z,"Av. Libertador Bernardo O'Higgins"
Santiago,Peligro,2025-04-21T15:42:10.000Z,"Av. Libertador Bernardo O'Higgins"
Santiago,Peligro,2025-04-22T02:47:59.000Z,"Santa Isabel"
Santiago,Peligro,2025-04-21T17:41:07.000Z,"Av. Libertador Bernardo O'Higgins"
Estación Central,Policía,2025-04-22T02:44:56.000Z,"Av. Ecuador"
Lo Prado,Otro,2025-06-29T22:26:42.920Z,"Piloto Juan Fernández"
Santiago,Peligro,2025-04-21T13:45:17.000Z,"Av. Libertador Bernardo O'Higgins"
Santiago,Peligro,2025-04-22T02:49:43.000Z,"Av. Manuel Antonio Matta"
Santiago,Peligro,2025-04-20T02:18:40.000Z,"Av. Libertador Bernardo O'Higgins"
Estación Central,Policía,2025-04-22T02:51:24.000Z,"Radal"
Santiago,Peligro,2025-04-21T14:56:05.000Z,"Av. Libertador Bernardo O'Higgins"
Santiago,Peligro,2025-04-21T21:27:11.000Z,"Av. Libertador Bernardo O'Higgins"
Santiago,Peligro,2025-04-19T22:45:05.000Z,"Av. Libertador Bernardo O'Higgins"
Santiago,Peligro,2025-04-21T11:08:35.000Z,"Av. Libertador Bernardo O'Higgins"
Santiago,Peligro,2025-04-21T18:27:59.000Z,"Av. Libertador Bernardo O'Higgins"
Santiago,Policía,2025-04-22T02:52:04.000Z,"Av. San Pablo"
Santiago,Peligro,2025-04-21T18:57:31.000Z,"Av. Libertador Bernardo O'Higgins"
Santiago,Peligro,2025-04-21T14:16:39.000Z,"Av. Libertador Bernardo O'Higgins"
Santiago,Peligro,2025-04-20T03:37:59.000Z,"Av. Libertador Bernardo O'Higgins"
Santiago,Peligro,2025-04-21T11:55:17.000Z,"Av. Libertador Bernardo O'Higgins"
Santiago,Peligro,2025-04-21T15:45:01.000Z,"Av. Libertador Bernardo O'Higgins"
Santiago,Peligro,2025-04-22T02:52:25.000Z,"Av. Libertador Bernardo O'Higgins"
Santiago,Peligro,2025-04-21T17:47:24.000Z,"Av. Libertador Bernardo O'Higgins"
Santiago,Peligro,2025-04-21T13:48:49.000Z,"Av. Libertador Bernardo O'Higgins"
Santiago,Peligro,2025-04-22T02:57:43.000Z,"Santa Isabel"
Santiago,Peligro,2025-04-21T14:56:43.000Z,"Av. Libertador Bernardo O'Higgins"
Santiago,Peligro,2025-04-21T17:14:37.000Z,"Av. Libertador Bernardo O'Higgins"
Santiago,Congestión,2025-06-29T22:26:42.921Z,"María Teresa"
Recoleta,Policía,2025-06-29T22:26:42.921Z,"Bombero Núñez"
Santiago,Peligro,2025-04-21T21:29:48.000Z,"Av. Libertador Bernardo O'Higgins"
Santiago,Peligro,2025-04-19T22:47:30.000Z,"Av. Libertador Bernardo O'Higgins"
Santiago,Peligro,2025-04-21T11:11:31.000Z,"Av. Libertador Bernardo O'Higgins"
Santiago,Peligro,2025-04-21T18:30:13.000Z,"Av. Libertador Bernardo O'Higgins"
Santiago,Peligro,2025-04-21T19:00:11.000Z,"Av. Libertador Bernardo O'Higgins"
Santiago,Peligro,2025-04-21T14:21:09.000Z,"Av. Libertador Bernardo O'Higgins"
Santiago,Peligro,2025-04-20T04:13:19.000Z,"Av. Libertador Bernardo O'Higgins"
Santiago,Peligro,2025-04-21T11:57:38.000Z,"Av. Libertador Bernardo O'Higgins"
Santiago,Policía,2025-06-29T22:26:42.921Z,"Av. Matucana"
Providencia,Corte de ruta,2025-06-29T22:26:42.921Z,"Retorno a Providencia"
Santiago,Peligro,2025-04-21T15:45:21.000Z,"Av. Libertador Bernardo O'Higgins"
Santiago,Peligro,2025-04-21T17:47:36.000Z,"Av. Libertador Bernardo O'Higgins"
Estación Central,Otro,2025-06-29T22:26:42.921Z,"Av. Padre Alberto Hurtado"
Providencia,Otro,2025-06-29T22:26:42.921Z,"Sin descripción"
Santiago,Otro,2025-06-29T22:26:42.921Z,"Ismael Valdés Vergara"
Lo Prado,Otro,2025-06-29T22:26:42.921Z,"Piloto Juan Fernández"
Santiago,Peligro,2025-04-21T13:49:25.000Z,"Av. Libertador Bernardo O'Higgins"
Santiago,Peligro,2025-04-22T02:59:15.000Z,"Santa Isabel"
Santiago,Peligro,2025-04-19T22:47:33.000Z,"Av. Libertador Bernardo O'Higgins"
Santiago,Peligro,2025-04-22T03:02:28.000Z,"Victoria"
Santiago,Peligro,2025-04-21T14:57:41.000Z,"Av. Libertador Bernardo O'Higgins"
Santiago,Peligro,2025-04-21T17:16:46.000Z,"Av. Libertador Bernardo O'Higgins"
Santiago,Peligro,2025-04-16T13:39:28.000Z,"Av. Libertador Bernardo O'Higgins"
Santiago,Peligro,2025-04-21T03:34:03.000Z,"Av. Libertador Bernardo O'Higgins"
Santiago,Peligro,2025-04-21T21:30:16.000Z,"Av. Libertador Bernardo O'Higgins"
Santiago,Peligro,2025-04-21T11:11:32.000Z,"Av. Libertador Bernardo O'Higgins"
Santiago,Peligro,2025-04-21T18:31:09.000Z,"Av. Libertador Bernardo O'Higgins"
Santiago,Peligro,2025-04-21T19:02:13.000Z,"Av. Libertador Bernardo O'Higgins"
Santiago,Peligro,2025-04-21T14:21:20.000Z,"Av. Libertador Bernardo O'Higgins"
Santiago,Peligro,2025-04-21T11:58:28.000Z,"Av. Libertador Bernardo O'Higgins"
Santiago,Policía,2025-04-22T03:00:14.000Z,"San Diego"
Recoleta,Policía,2025-04-22T03:02:43.000Z,"Pío Nono"
Santiago,Peligro,2025-06-29T22:26:42.921Z,"Av. Manuel Rodríguez"
Santiago,Peligro,2025-04-21T17:50:04.000Z,"Av. Libertador Bernardo O'Higgins"
Quinta Normal,Otro,2025-06-29T22:26:42.921Z,"Gaspar de Orense"
Santiago,Peligro,2025-04-21T13:57:46.000Z,"Av. Libertador Bernardo O'Higgins"
Santiago,Policía,2025-04-22T03:08:45.000Z,"Eleuterio Ramírez"
Providencia,Peligro,2025-04-22T03:05:36.000Z,"Bellavista"
Santiago,Peligro,2025-04-22T03:06:00.000Z,"Eyzaguirre"
Santiago,Peligro,2025-04-20T02:28:55.000Z,"Av. Libertador Bernardo O'Higgins"
Santiago,Peligro,2025-04-21T03:46:53.000Z,"Av. Libertador Bernardo O'Higgins"
Santiago,Peligro,2025-04-21T21:32:35.000Z,"Av. Libertador Bernardo O'Higgins"
Santiago,Peligro,2025-04-21T19:09:49.000Z,"Av. Libertador Bernardo O'Higgins"
Santiago,Peligro,2025-04-21T19:03:22.000Z,"Av. Libertador Bernardo O'Higgins"
Santiago,Peligro,2025-04-21T14:33:23.000Z,"Av. Libertador Bernardo O'Higgins"
Santiago,Peligro,2025-04-21T12:01:39.000Z,"Av. Libertador Bernardo O'Higgins"
Santiago,Peligro,2025-04-22T03:04:47.000Z,"Av. Manuel Rodríguez"
Santiago,Peligro,2025-04-21T15:45:48.000Z,"Av. Libertador Bernardo O'Higgins"
Santiago,Peligro,2025-04-21T17:51:27.000Z,"Av. Libertador Bernardo O'Higgins"
Santiago,Peligro,2025-04-21T14:05:13.000Z,"Av. Libertador Bernardo O'Higgins"
Santiago,Peligro,2025-04-20T02:39:04.000Z,"Av. Libertador Bernardo O'Higgins"
Santiago,Peligro,2025-04-21T03:54:00.000Z,"Av. Libertador Bernardo O'Higgins"
Santiago,Peligro,2025-04-21T21:34:11.000Z,"Av. Libertador Bernardo O'Higgins"
Santiago,Peligro,2025-04-19T22:53:22.000Z,"Av. Libertador Bernardo O'Higgins"
Quinta Normal,Policía,2025-04-22T03:12:33.000Z,"Santo Domingo"
Santiago,Peligro,2025-04-21T11:25:40.000Z,"Av. Libertador Bernardo O'Higgins"
Estación Central,Peligro,2025-04-22T03:13:39.000Z,"Av. Libertador Bernardo O'Higgins"
Santiago,Peligro,2025-04-21T19:09:55.000Z,"Av. Libertador Bernardo O'Higgins"
Santiago,Peligro,2025-04-21T14:40:20.000Z,"Av. Libertador Bernardo O'Higgins"
Santiago,Peligro,2025-04-21T12:02:19.000Z,"Av. Libertador Bernardo O'Higgins"
Santiago,Peligro,2025-04-21T15:48:22.000Z,"Av. Libertador Bernardo O'Higgins"
Santiago,Peligro,2025-04-21T17:51:59.000Z,"Av. Libertador Bernardo O'Higgins"
Santiago,Peligro,2025-04-21T14:11:39.000Z,"Av. Libertador Bernardo O'Higgins"
Santiago,Otro,2025-04-22T03:18:47.000Z,"Eleuterio Ramírez"
Santiago,Peligro,2025-04-21T15:10:43.000Z,"Av. Libertador Bernardo O'Higgins"
Santiago,Peligro,2025-04-21T17:20:01.000Z,"Av. Libertador Bernardo O'Higgins"
Santiago,Peligro,2025-04-21T04:12:32.000Z,"Av. Libertador Bernardo O'Higgins"
Santiago,Peligro,2025-04-21T21:36:39.000Z,"Av. Libertador Bernardo O'Higgins"
Santiago,Peligro,2025-04-19T23:00:11.000Z,"Av. Libertador Bernardo O'Higgins"
Santiago,Peligro,2025-04-21T11:26:34.000Z,"Av. Libertador Bernardo O'Higgins"
Santiago,Peligro,2025-04-20T02:08:07.000Z,"Av. Libertador Bernardo O'Higgins"
Santiago,Peligro,2025-04-21T14:43:02.000Z,"Av. Libertador Bernardo O'Higgins"
Santiago,Peligro,2025-04-21T12:04:56.000Z,"Av. Libertador Bernardo O'Higgins"
Santiago,Otro,2025-04-22T03:14:51.000Z,"Matucana"
Santiago,Peligro,2025-04-21T17:52:26.000Z,"Av. Libertador Bernardo O'Higgins"
Estación Central,Peligro,2025-04-22T03:20:58.000Z,"Av. Libertador Bernardo O'Higgins"
Santiago,Peligro,2025-04-19T22:51:27.000Z,"Av. Libertador Bernardo O'Higgins"
Santiago,Peligro,2025-04-19T23:01:37.000Z,"Av. Libertador Bernardo O'Higgins"
