comuna,tipo,fecha,descripcion
Santiago,Peligro,2025-04-20T22:38:33.000Z,"Av. Libertador Bernardo O'Higgins"
Santiago,Peligro,2025-06-29T22:26:42.829Z,"Av. Vicuña Mackenna"
Santiago,Peligro,2025-04-19T03:38:46.000Z,"Av. Libertador Bernardo O'Higgins"
Santiago,Peligro,2025-04-21T01:18:48.000Z,"Av. Libertador Bernardo O'Higgins"
Santiago,Peligro,2025-04-18T21:31:03.000Z,"Av. Libertador Bernardo O'Higgins"
Santiago,Otro,2025-04-21T13:25:08.000Z,"Arturo Prat"
Estación Central,Congestión,2025-06-29T22:26:42.829Z,"Av. Libertador Bernardo O'Higgins"
Providencia,Accidente,2025-04-21T13:26:58.000Z,"Av. Costanera Andrés Bello"
Santiago,Otro,2025-06-29T22:26:42.829Z,"Santo Domingo"
Estación Central,Otro,2025-06-29T22:26:42.829Z,"San Alberto Hurtado"
Providencia,Otro,2025-06-29T22:26:42.829Z,"General Bustamante"
Quinta Normal,Otro,2025-06-29T22:26:42.829Z,"Av. San Pablo"
Independencia,Otro,2025-06-29T22:26:42.829Z,"Av. Independencia"
Lo Prado,Otro,2025-06-29T22:26:42.829Z,"Av. Libertador Bernardo O'Higgins"
Santiago,Otro,2025-04-21T13:33:37.000Z,"Tarapacá"
Santiago,Peligro,2025-04-20T11:35:03.000Z,"Av. Libertador Bernardo O'Higgins"
Santiago,Policía,2025-04-21T13:33:32.000Z,"Sargento Aldea"
Providencia,Congestión,2025-06-29T22:26:42.829Z,"Av. Providencia"
Recoleta,Policía,2025-06-29T22:26:42.829Z,"Av. Recoleta"
Santiago,Policía,2025-06-29T22:26:42.829Z,"Ñuble"
Santiago,Peligro,2025-04-21T13:30:57.000Z,"Av. Manuel Antonio Matta"
Estación Central,Congestión,2025-04-21T13:31:57.000Z,"Av. 5 de Abril"
Santiago,Peligro,2025-04-18T18:14:52.000Z,"Av. Libertador Bernardo O'Higgins"
Estación Central,Peligro,2025-04-21T13:29:45.000Z,"Av. Padre Alberto Hurtado"
Santiago,Accidente,2025-06-29T22:26:42.829Z,"Cueto"
Santiago,Peligro,2025-04-20T16:52:43.000Z,"Av. Libertador Bernardo O'Higgins"
Santiago,Peligro,2025-04-20T19:54:12.000Z,"Av. Libertador Bernardo O'Higgins"
Santiago,Peligro,2025-04-15T17:42:34.000Z,"Av. Libertador Bernardo O'Higgins"
Santiago,Peligro,2025-04-19T21:02:18.000Z,"Av. Libertador Bernardo O'Higgins"
Santiago,Peligro,2025-04-19T02:48:20.000Z,"Av. Libertador Bernardo O'Higgins"
Santiago,Peligro,2025-04-19T23:02:21.000Z,"Av. Libertador Bernardo O'Higgins"
Estación Central,Peligro,2025-06-29T22:26:42.829Z,"San Jorge"
Santiago,Peligro,2025-04-20T23:20:08.000Z,"Av. Libertador Bernardo O'Higgins"
Santiago,Peligro,2025-04-20T16:32:18.000Z,"Av. Libertador Bernardo O'Higgins"
Santiago,Peligro,2025-04-20T08:56:47.000Z,"Av. Libertador Bernardo O'Higgins"
Independencia,Policía,2025-04-21T13:30:27.000Z,"Av. La Paz"
Independencia,Otro,2025-04-21T13:29:38.000Z,"Av. La Paz"
Santiago,Policía,2025-04-21T13:29:47.000Z,"Puente La Paz"
Santiago,Peligro,2025-04-20T18:35:51.000Z,"Av. Libertador Bernardo O'Higgins"
Santiago,Peligro,2025-04-20T22:51:48.000Z,"Av. Libertador Bernardo O'Higgins"
Santiago,Congestión,2025-04-21T13:30:09.000Z,"Coronel Robles"
Santiago,Policía,2025-04-21T13:29:05.000Z,"General Mackenna"
Quinta Normal,Otro,2025-04-21T13:31:35.000Z,"Barros Arana"
Santiago,Congestión,2025-04-21T13:33:11.000Z,"Agustinas"
Santiago,Policía,2025-04-21T13:29:50.000Z,"Agustinas"
Santiago,Peligro,2025-04-17T23:58:17.000Z,"Av. Libertador Bernardo O'Higgins"
Santiago,Policía,2025-04-21T13:30:51.000Z,"Av. Portales"
Estación Central,Policía,2025-06-29T22:26:42.829Z,"Ruiz Tagle"
Santiago,Peligro,2025-04-21T13:31:59.000Z,"Nataniel Cox"
Santiago,Policía,2025-04-21T13:29:44.000Z,"General Mackenna"
Santiago,Peligro,2025-04-21T01:22:23.000Z,"Av. Libertador Bernardo O'Higgins"
Santiago,Policía,2025-04-21T13:30:10.000Z,"Av. Portales"
Recoleta,Otro,2025-06-29T22:26:42.829Z,"Antonia López de Bello"
Santiago,Peligro,2025-04-20T11:43:31.000Z,"Av. Libertador Bernardo O'Higgins"
Santiago,Peligro,2025-04-18T18:17:38.000Z,"Av. Libertador Bernardo O'Higgins"
Estación Central,Otro,2025-04-21T13:37:17.000Z,"Av. Padre Alberto Hurtado"
Santiago,Accidente,2025-04-21T13:36:34.000Z,"Cueto"
Santiago,Peligro,2025-04-20T17:01:34.000Z,"Av. Libertador Bernardo O'Higgins"
Santiago,Peligro,2025-04-20T20:00:48.000Z,"Av. Libertador Bernardo O'Higgins"
Santiago,Peligro,2025-04-19T21:05:30.000Z,"Av. Libertador Bernardo O'Higgins"
Estación Central,Policía,2025-04-21T13:36:24.000Z,"Av. Padre Alberto Hurtado"
Santiago,Peligro,2025-04-19T23:05:27.000Z,"Av. Libertador Bernardo O'Higgins"
Santiago,Peligro,2025-04-20T23:23:21.000Z,"Av. Libertador Bernardo O'Higgins"
Santiago,Peligro,2025-04-20T16:45:21.000Z,"Av. Libertador Bernardo O'Higgins"
Santiago,Peligro,2025-04-20T09:00:34.000Z,"Av. Libertador Bernardo O'Higgins"
Santiago,Peligro,2025-04-20T18:53:14.000Z,"Av. Libertador Bernardo O'Higgins"
Santiago,Peligro,2025-04-20T23:02:50.000Z,"Av. Libertador Bernardo O'Higgins"
Santiago,Peligro,2025-04-21T13:37:31.000Z,"Miraflores"
Santiago,Congestión,2025-04-21T13:36:04.000Z,"Agustinas"
Santiago,Policía,2025-04-21T13:38:01.000Z,"Puente La Paz"
Santiago,Peligro,2025-04-21T13:37:44.000Z,"Av. Libertador Bernardo O'Higgins"
Estación Central,Policía,2025-04-21T13:38:03.000Z,"Av. Padre Alberto Hurtado"
Santiago,Peligro,2025-04-20T22:41:53.000Z,"Av. Libertador Bernardo O'Higgins"
Estación Central,Policía,2025-04-21T13:37:24.000Z,"San Francisco de Borja"
Santiago,Peligro,2025-04-19T03:53:54.000Z,"Av. Libertador Bernardo O'Higgins"
Santiago,Peligro,2025-04-21T01:38:19.000Z,"Av. Libertador Bernardo O'Higgins"
Santiago,Peligro,2025-04-18T21:43:58.000Z,"Av. Libertador Bernardo O'Higgins"
Santiago,Policía,2025-04-21T13:34:42.000Z,"Teatinos"
Santiago,Otro,2025-04-21T13:41:48.000Z,"Tarapacá"
Santiago,Peligro,2025-04-20T11:46:55.000Z,"Av. Libertador Bernardo O'Higgins"
Santiago,Congestión,2025-04-21T13:41:59.000Z,"Av. Manuel Rodríguez"
Santiago,Peligro,2025-04-16T11:35:27.000Z,"Av. Libertador Bernardo O'Higgins"
Santiago,Peligro,2025-04-21T13:43:01.000Z,"Viel"
Santiago,Peligro,2025-04-18T18:26:20.000Z,"Av. Libertador Bernardo O'Higgins"
Santiago,Peligro,2025-04-20T17:03:08.000Z,"Av. Libertador Bernardo O'Higgins"
Santiago,Peligro,2025-04-20T20:05:34.000Z,"Av. Libertador Bernardo O'Higgins"
Santiago,Peligro,2025-04-15T17:52:25.000Z,"Av. Libertador Bernardo O'Higgins"
Santiago,Peligro,2025-04-19T22:31:56.000Z,"Av. Libertador Bernardo O'Higgins"
Santiago,Peligro,2025-04-19T02:56:14.000Z,"Av. Libertador Bernardo O'Higgins"
Santiago,Peligro,2025-04-19T23:14:04.000Z,"Av. Libertador Bernardo O'Higgins"
Estación Central,Peligro,2025-06-29T22:26:42.830Z,"Obispo Manuel Umaña"
Quinta Normal,Otro,2025-06-29T22:26:42.830Z,"Andrés de Ustáriz"
Santiago,Peligro,2025-04-20T23:34:34.000Z,"Av. Libertador Bernardo O'Higgins"
Santiago,Peligro,2025-04-21T13:40:37.000Z,"Av. Libertador Bernardo O'Higgins"
Santiago,Peligro,2025-04-20T17:07:17.000Z,"Av. Libertador Bernardo O'Higgins"
Santiago,Congestión,2025-06-29T22:26:42.830Z,"Ñuble"
Santiago,Peligro,2025-04-20T09:36:48.000Z,"Av. Libertador Bernardo O'Higgins"
Independencia,Congestión,2025-06-29T22:26:42.830Z,"Dávila Baeza"
Santiago,Peligro,2025-06-29T22:26:42.830Z,"Diagonal Paraguay"
Quinta Normal,Peligro,2025-06-29T22:26:42.830Z,"Claudio Vicuña"
Santiago,Peligro,2025-04-20T19:21:51.000Z,"Av. Libertador Bernardo O'Higgins"
Santiago,Peligro,2025-04-20T23:06:07.000Z,"Av. Libertador Bernardo O'Higgins"
Santiago,Policía,2025-06-29T22:26:42.830Z,"Av. San Pablo"
Santiago,Peligro,2025-04-18T00:07:05.000Z,"Av. Libertador Bernardo O'Higgins"
Estación Central,Congestión,2025-06-29T22:26:42.830Z,"Obispo Javier Vásquez"
Providencia,Congestión,2025-06-29T22:26:42.830Z,"Av. Vicuña Mackenna"
Estación Central,Policía,2025-06-29T22:26:42.830Z,"Av. Padre Alberto Hurtado"
Santiago,Peligro,2025-04-20T22:45:51.000Z,"Av. Libertador Bernardo O'Higgins"
Santiago,Peligro,2025-04-19T04:04:30.000Z,"Av. Libertador Bernardo O'Higgins"
Santiago,Peligro,2025-04-21T01:45:27.000Z,"Av. Libertador Bernardo O'Higgins"
Santiago,Peligro,2025-04-18T22:27:44.000Z,"Av. Libertador Bernardo O'Higgins"
Recoleta,Policía,2025-04-21T13:39:06.000Z,"Av. Recoleta"
Santiago,Policía,2025-04-21T13:42:03.000Z,"Agustinas"
Recoleta,Otro,2025-06-29T22:26:42.830Z,"Dávila Baeza"
Santiago,Otro,2025-06-29T22:26:42.830Z,"Esperanza"
Estación Central,Otro,2025-06-29T22:26:42.830Z,"Ruiz Tagle"
Providencia,Otro,2025-06-29T22:26:42.830Z,"General Bustamante"
Independencia,Otro,2025-06-29T22:26:42.830Z,"Av. Santa María"
Santiago,Peligro,2025-04-20T12:04:24.000Z,"Av. Libertador Bernardo O'Higgins"
Estación Central,Congestión,2025-04-21T13:45:23.000Z,"Av. 5 de Abril"
Santiago,Peligro,2025-04-16T11:37:13.000Z,"Av. Libertador Bernardo O'Higgins"
Santiago,Peligro,2025-04-18T18:34:25.000Z,"Av. Libertador Bernardo O'Higgins"
Santiago,Otro,2025-04-21T13:45:58.000Z,"Santo Domingo"
Estación Central,Policía,2025-04-21T13:44:46.000Z,"Ruiz Tagle"
Santiago,Peligro,2025-04-20T17:12:14.000Z,"Av. Libertador Bernardo O'Higgins"
Santiago,Peligro,2025-04-20T20:15:55.000Z,"Av. Libertador Bernardo O'Higgins"
Santiago,Peligro,2025-04-15T18:08:16.000Z,"Av. Libertador Bernardo O'Higgins"
Santiago,Peligro,2025-04-19T22:46:07.000Z,"Av. Libertador Bernardo O'Higgins"
Santiago,Peligro,2025-04-19T03:01:11.000Z,"Av. Libertador Bernardo O'Higgins"
Santiago,Peligro,2025-04-19T23:16:26.000Z,"Av. Libertador Bernardo O'Higgins"
Santiago,Peligro,2025-04-20T23:40:27.000Z,"Av. Libertador Bernardo O'Higgins"
Santiago,Peligro,2025-04-20T17:19:22.000Z,"Av. Libertador Bernardo O'Higgins"
Santiago,Peligro,2025-04-20T09:54:05.000Z,"Av. Libertador Bernardo O'Higgins"
Santiago,Peligro,2025-04-21T13:45:52.000Z,"Av. Manuel Rodríguez"
Quinta Normal,Peligro,2025-04-21T13:45:32.000Z,"Nueva Imperial"
Santiago,Peligro,2025-04-20T19:25:41.000Z,"Av. Libertador Bernardo O'Higgins"
Santiago,Peligro,2025-04-20T23:19:06.000Z,"Av. Libertador Bernardo O'Higgins"
Santiago,Policía,2025-04-21T13:44:01.000Z,"Av. Portales"
Santiago,Peligro,2025-04-21T13:45:30.000Z,"Av. Manuel Antonio Matta"
Quinta Normal,Policía,2025-06-29T22:26:42.830Z,"Barros Arana"
Santiago,Peligro,2025-04-18T00:32:54.000Z,"Av. Libertador Bernardo O'Higgins"
Providencia,Congestión,2025-04-21T13:47:22.000Z,"Av. Providencia"
Estación Central,Congestión,2025-04-21T13:44:20.000Z,"Av. 5 de Abril"
Santiago,Peligro,2025-04-20T22:46:23.000Z,"Av. Libertador Bernardo O'Higgins"
Santiago,Peligro,2025-04-19T04:08:55.000Z,"Av. Libertador Bernardo O'Higgins"
Santiago,Peligro,2025-04-21T01:55:36.000Z,"Av. Libertador Bernardo O'Higgins"
Santiago,Peligro,2025-04-18T22:32:16.000Z,"Av. Libertador Bernardo O'Higgins"
Santiago,Peligro,2025-04-20T12:10:53.000Z,"Av. Libertador Bernardo O'Higgins"
Estación Central,Policía,2025-04-21T13:52:27.000Z,"San Alberto Hurtado"
Santiago,Otro,2025-04-21T13:51:37.000Z,"General Gana"
Estación Central,Policía,2025-04-21T13:49:32.000Z,"Ruiz Tagle"
Estación Central,Otro,2025-04-21T13:51:49.000Z,"Av. San Alberto Hurtado > Norte"
Santiago,Peligro,2025-04-21T13:52:52.000Z,"Av. Libertador Bernardo O'Higgins"
Santiago,Peligro,2025-04-18T18:35:51.000Z,"Av. Libertador Bernardo O'Higgins"
Estación Central,Policía,2025-04-21T13:50:59.000Z,"Av. Libertador Bernardo O'Higgins"
Santiago,Peligro,2025-04-20T17:34:21.000Z,"Av. Libertador Bernardo O'Higgins"
Santiago,Peligro,2025-04-20T20:20:06.000Z,"Av. Libertador Bernardo O'Higgins"
Santiago,Otro,2025-04-21T13:49:58.000Z,"Plaza Ercilla"
Santiago,Peligro,2025-04-19T22:46:18.000Z,"Av. Libertador Bernardo O'Higgins"
Santiago,Peligro,2025-04-19T23:24:04.000Z,"Av. Libertador Bernardo O'Higgins"
Quinta Normal,Otro,2025-04-21T13:49:03.000Z,"Av. San Pablo"
Santiago,Peligro,2025-04-21T00:04:11.000Z,"Av. Libertador Bernardo O'Higgins"
Santiago,Peligro,2025-04-20T17:20:57.000Z,"Av. Libertador Bernardo O'Higgins"
Estación Central,Peligro,2025-04-21T13:52:21.000Z,"Av. Víctor Jara"
Santiago,Peligro,2025-04-20T10:00:18.000Z,"Av. Libertador Bernardo O'Higgins"
Santiago,Policía,2025-04-21T13:53:16.000Z,"Av. San Pablo"
Estación Central,Policía,2025-04-21T13:52:52.000Z,"Benedicto XV"
Santiago,Peligro,2025-04-20T19:33:33.000Z,"Av. Libertador Bernardo O'Higgins"
Santiago,Peligro,2025-04-20T23:39:11.000Z,"Av. Libertador Bernardo O'Higgins"
Santiago,Policía,2025-04-21T13:49:09.000Z,"Av. San Pablo"
Quinta Normal,Otro,2025-04-21T13:51:48.000Z,"Andrés de Ustáriz"
Estación Central,Congestión,2025-04-21T13:50:59.000Z,"Arica"
Independencia,Policía,2025-04-21T13:53:41.000Z,"Av. La Paz"
Santiago,Policía,2025-04-21T13:53:36.000Z,"Bascuñán Guerrero"
Santiago,Peligro,2025-04-18T00:59:18.000Z,"Av. Libertador Bernardo O'Higgins"
Lo Prado,Policía,2025-04-21T13:52:56.000Z,"Av. María Rozas Velásquez"
Santiago,Peligro,2025-04-20T22:49:27.000Z,"Av. Libertador Bernardo O'Higgins"
Santiago,Peligro,2025-04-21T13:49:47.000Z,"Av. Almirante Blanco Encalada"
Estación Central,Otro,2025-04-21T13:51:11.000Z,"Av. Libertador Bernardo O'Higgins"
Santiago,Peligro,2025-04-19T04:10:58.000Z,"Av. Libertador Bernardo O'Higgins"
Santiago,Peligro,2025-04-21T02:04:21.000Z,"Av. Libertador Bernardo O'Higgins"
Santiago,Peligro,2025-04-18T22:40:35.000Z,"Av. Libertador Bernardo O'Higgins"
Recoleta,Otro,2025-04-21T13:53:17.000Z,"Shell"
Santiago,Peligro,2025-04-21T13:49:57.000Z,"Ñuble"
Santiago,Peligro,2025-04-21T13:49:12.000Z,"Santa Isabel"
Santiago,Policía,2025-06-29T22:26:42.831Z,"Rondizzoni"
Santiago,Otro,2025-06-29T22:26:42.831Z,"Av. Portales"
Estación Central,Otro,2025-06-29T22:26:42.831Z,"Av. Víctor Jara"
Providencia,Otro,2025-06-29T22:26:42.831Z,"General Bustamante"
Recoleta,Otro,2025-06-29T22:26:42.831Z,"Av. Santa María"
Santiago,Otro,2025-04-21T13:56:34.000Z,"Arturo Prat"
Santiago,Congestión,2025-06-29T22:26:42.831Z,"Portugal"
Santiago,Peligro,2025-04-21T13:56:50.000Z,"Carmen"
Santiago,Peligro,2025-04-20T12:19:22.000Z,"Av. Libertador Bernardo O'Higgins"
Santiago,Congestión,2025-04-21T13:57:59.000Z,"Av. Manuel Antonio Matta"
Estación Central,Congestión,2025-06-29T22:26:42.831Z,"Av. Libertador Bernardo O'Higgins"
Santiago,Peligro,2025-04-16T11:44:48.000Z,"Av. Libertador Bernardo O'Higgins"
Estación Central,Corte de ruta,2025-06-29T22:26:42.831Z,"Coronel Godoy"
Quinta Normal,Otro,2025-06-29T22:26:42.831Z,"Nueva Imperial"
Santiago,Peligro,2025-04-18T19:19:28.000Z,"Av. Libertador Bernardo O'Higgins"
Santiago,Peligro,2025-04-21T13:55:25.000Z,"Santa Elvira"
Santiago,Peligro,2025-04-20T17:44:02.000Z,"Av. Libertador Bernardo O'Higgins"
Santiago,Peligro,2025-04-20T20:25:07.000Z,"Av. Libertador Bernardo O'Higgins"
Santiago,Peligro,2025-04-21T13:56:53.000Z,"Av. Vicuña Mackenna"
Santiago,Peligro,2025-04-19T22:55:56.000Z,"Av. Libertador Bernardo O'Higgins"
Santiago,Congestión,2025-04-21T13:58:02.000Z,"Av. Manuel Antonio Matta"
Santiago,Peligro,2025-04-19T03:11:29.000Z,"Av. Libertador Bernardo O'Higgins"
Santiago,Peligro,2025-04-19T23:48:48.000Z,"Av. Libertador Bernardo O'Higgins"
Estación Central,Peligro,2025-06-29T22:26:42.831Z,"Obispo Manuel Umaña"
Santiago,Peligro,2025-04-21T00:08:20.000Z,"Av. Libertador Bernardo O'Higgins"
Santiago,Peligro,2025-04-20T17:43:50.000Z,"Av. Libertador Bernardo O'Higgins"
Santiago,Peligro,2025-04-20T10:14:22.000Z,"Av. Libertador Bernardo O'Higgins"
Independencia,Congestión,2025-06-29T22:26:42.831Z,"Dávila Baeza"
Santiago,Policía,2025-04-21T13:57:06.000Z,"Ismael Valdés Vergara"
Santiago,Policía,2025-04-21T13:57:37.000Z,"Monjitas"
Providencia,Congestión,2025-06-29T22:26:42.831Z,"Av. Vicuña Mackenna"
Santiago,Peligro,2025-04-20T19:58:25.000Z,"Av. Libertador Bernardo O'Higgins"
Santiago,Peligro,2025-04-20T23:53:44.000Z,"Av. Libertador Bernardo O'Higgins"
Santiago,Otro,2025-04-21T13:56:55.000Z,"General Mackenna"
Estación Central,Policía,2025-04-21T13:57:30.000Z,"Av. Padre Alberto Hurtado"
Quinta Normal,Policía,2025-06-29T22:26:42.831Z,"Barros Arana"
Estación Central,Otro,2025-04-21T13:55:27.000Z,"San Francisco de Borja"
Estación Central,Otro,2025-04-21T13:55:14.000Z,"Ruiz Tagle"
Providencia,Peligro,2025-04-21T13:58:05.000Z,"Av. Rancagua"
Santiago,Peligro,2025-04-18T01:21:48.000Z,"Av. Libertador Bernardo O'Higgins"
Santiago,Otro,2025-04-21T13:54:31.000Z,"Bascuñán Guerrero"
Santiago,Peligro,2025-04-20T22:52:57.000Z,"Av. Libertador Bernardo O'Higgins"
Santiago,Peligro,2025-04-19T04:12:17.000Z,"Av. Libertador Bernardo O'Higgins"
Santiago,Peligro,2025-04-21T02:05:53.000Z,"Av. Libertador Bernardo O'Higgins"
Recoleta,Congestión,2025-06-29T22:26:42.831Z,"Loreto"
Santiago,Peligro,2025-04-18T22:54:07.000Z,"Av. Libertador Bernardo O'Higgins"
Santiago,Peligro,2025-06-29T22:26:42.831Z,"Abate Molina"
Santiago,Peligro,2025-04-20T12:25:34.000Z,"Av. Libertador Bernardo O'Higgins"
Santiago,Peligro,2025-04-18T19:31:46.000Z,"Av. Libertador Bernardo O'Higgins"
Santiago,Peligro,2025-04-20T17:54:22.000Z,"Av. Libertador Bernardo O'Higgins"
Santiago,Peligro,2025-04-20T20:27:03.000Z,"Av. Libertador Bernardo O'Higgins"
Santiago,Peligro,2025-04-19T22:57:57.000Z,"Av. Libertador Bernardo O'Higgins"
Santiago,Peligro,2025-04-19T03:27:06.000Z,"Av. Libertador Bernardo O'Higgins"
Santiago,Peligro,2025-04-21T00:15:53.000Z,"Av. Libertador Bernardo O'Higgins"
Santiago,Peligro,2025-04-20T17:55:25.000Z,"Av. Libertador Bernardo O'Higgins"
Santiago,Peligro,2025-04-20T10:18:13.000Z,"Av. Libertador Bernardo O'Higgins"
Santiago,Peligro,2025-04-20T20:01:15.000Z,"Av. Libertador Bernardo O'Higgins"
Santiago,Peligro,2025-04-21T00:00:10.000Z,"Av. Libertador Bernardo O'Higgins"
Santiago,Policía,2025-04-21T14:02:44.000Z,"Av. Libertador Bernardo O'Higgins"
Santiago,Peligro,2025-04-18T01:21:52.000Z,"Av. Libertador Bernardo O'Higgins"
Santiago,Peligro,2025-04-20T22:55:52.000Z,"Av. Libertador Bernardo O'Higgins"
Estación Central,Otro,2025-04-21T14:02:13.000Z,"Obispo Javier Vásquez"
Santiago,Peligro,2025-04-21T02:06:58.000Z,"Av. Libertador Bernardo O'Higgins"
Santiago,Peligro,2025-04-18T22:59:49.000Z,"Av. Libertador Bernardo O'Higgins"
Santiago,Peligro,2025-04-21T14:01:06.000Z,"Av. San Pablo"
Santiago,Policía,2025-04-21T14:02:04.000Z,"Grajales"
Independencia,Otro,2025-06-29T22:26:42.831Z,"Av. Independencia"
Santiago,Peligro,2025-04-20T12:36:23.000Z,"Av. Libertador Bernardo O'Higgins"
Quinta Normal,Otro,2025-04-21T14:08:22.000Z,"Nueva Imperial"
Santiago,Policía,2025-04-21T14:06:00.000Z,"Av. Portales"
Santiago,Peligro,2025-04-20T18:10:10.000Z,"Av. Libertador Bernardo O'Higgins"
Santiago,Peligro,2025-04-07T16:55:20.000Z,"Av. Libertador Bernardo O'Higgins"
Santiago,Peligro,2025-04-19T23:00:38.000Z,"Av. Libertador Bernardo O'Higgins"
Santiago,Peligro,2025-04-19T23:49:30.000Z,"Av. Libertador Bernardo O'Higgins"
Santiago,Peligro,2025-04-21T00:19:46.000Z,"Av. Libertador Bernardo O'Higgins"
Santiago,Policía,2025-04-21T14:05:12.000Z,"San Francisco"
Santiago,Peligro,2025-04-20T10:19:55.000Z,"Av. Libertador Bernardo O'Higgins"
Santiago,Peligro,2025-04-20T20:22:37.000Z,"Av. Libertador Bernardo O'Higgins"
Santiago,Peligro,2025-04-21T00:39:32.000Z,"Av. Libertador Bernardo O'Higgins"
Quinta Normal,Policía,2025-04-21T14:07:19.000Z,"Santa Genoveva"
Santiago,Peligro,2025-04-18T01:31:02.000Z,"Av. Libertador Bernardo O'Higgins"
Independencia,Otro,2025-04-21T14:06:34.000Z,"Artesanos"
Santiago,Policía,2025-06-29T22:26:42.832Z,"Periodista José Carrasco Tapia"
Santiago,Congestión,2025-06-29T22:26:42.832Z,"Av. Manuel Antonio Matta"
Santiago,Policía,2025-04-21T14:07:46.000Z,"Arturo Prat"
Santiago,Policía,2025-04-21T14:06:31.000Z,"Monjitas"
Santiago,Policía,2025-04-21T14:06:15.000Z,"Av. Portales"
Estación Central,Peligro,2025-06-29T22:26:42.832Z,"hazard_on_road_object"
Santiago,Peligro,2025-04-20T23:00:33.000Z,"Av. Libertador Bernardo O'Higgins"
Santiago,Otro,2025-06-29T22:26:42.832Z,"Portugal"
Santiago,Peligro,2025-04-19T04:14:14.000Z,"Av. Libertador Bernardo O'Higgins"
Santiago,Peligro,2025-04-21T02:18:47.000Z,"Av. Libertador Bernardo O'Higgins"
Recoleta,Congestión,2025-06-29T22:26:42.832Z,"Loreto"
Providencia,Accidente,2025-06-29T22:26:42.832Z,"Av. Costanera Andrés Bello"
Santiago,Peligro,2025-04-18T23:36:54.000Z,"Av. Libertador Bernardo O'Higgins"
Santiago,Peligro,2025-06-29T22:26:42.832Z,"Monjitas"
Santiago,Otro,2025-04-21T14:04:12.000Z,"Ismael Valdés Vergara"
Santiago,Policía,2025-04-21T14:03:52.000Z,"Grajales"
Estación Central,Otro,2025-06-29T22:26:42.832Z,"San Alberto Hurtado"
Recoleta,Otro,2025-06-29T22:26:42.832Z,"Dávila Baeza"
Providencia,Otro,2025-06-29T22:26:42.832Z,"General Bustamante"
Independencia,Otro,2025-06-29T22:26:42.832Z,"Av. Fermín Vivaceta"
Quinta Normal,Otro,2025-06-29T22:26:42.832Z,"Edison"
Providencia,Congestión,2025-06-29T22:26:42.832Z,"Av. Vicuña Mackenna"
Santiago,Peligro,2025-04-20T12:58:55.000Z,"Av. Libertador Bernardo O'Higgins"
Estación Central,Congestión,2025-04-21T14:11:05.000Z,"Av. 5 de Abril"
Quinta Normal,Otro,2025-04-21T14:13:17.000Z,"Radal"
Santiago,Peligro,2025-04-21T14:10:43.000Z,"Av. Libertador Bernardo O'Higgins"
Santiago,Peligro,2025-04-18T20:09:16.000Z,"Av. Libertador Bernardo O'Higgins"
Estación Central,Congestión,2025-06-29T22:26:42.832Z,"Av. Libertador Bernardo O'Higgins"
Santiago,Peligro,2025-04-20T18:19:32.000Z,"Av. Libertador Bernardo O'Higgins"
Independencia,Otro,2025-04-21T14:10:55.000Z,"Av. La Paz"
Santiago,Peligro,2025-04-20T20:33:20.000Z,"Av. Libertador Bernardo O'Higgins"
Santiago,Peligro,2025-04-15T18:23:37.000Z,"Av. Libertador Bernardo O'Higgins"
Santiago,Peligro,2025-04-19T23:03:41.000Z,"Av. Libertador Bernardo O'Higgins"
Santiago,Otro,2025-04-21T14:10:49.000Z,"Av. Portales"
Santiago,Peligro,2025-04-19T23:51:43.000Z,"Av. Libertador Bernardo O'Higgins"
Santiago,Otro,2025-04-21T14:13:41.000Z,"Mapocho"
Santiago,Peligro,2025-04-21T00:34:10.000Z,"Av. Libertador Bernardo O'Higgins"
Estación Central,Policía,2025-04-21T14:13:44.000Z,"Av. Libertador Bernardo O'Higgins"
Santiago,Peligro,2025-04-20T18:09:16.000Z,"Av. Libertador Bernardo O'Higgins"
Santiago,Policía,2025-04-21T14:13:37.000Z,"Catedral"
Santiago,Peligro,2025-04-20T10:30:53.000Z,"Av. Libertador Bernardo O'Higgins"
Santiago,Policía,2025-04-21T14:11:27.000Z,"Rondizzoni"
Santiago,Peligro,2025-04-20T20:35:27.000Z,"Av. Libertador Bernardo O'Higgins"
Santiago,Peligro,2025-04-21T01:01:39.000Z,"Av. Libertador Bernardo O'Higgins"
Estación Central,Policía,2025-04-21T14:12:02.000Z,"Av. 5 de Abril"
Santiago,Peligro,2025-04-18T01:42:32.000Z,"Av. Libertador Bernardo O'Higgins"
Quinta Normal,Peligro,2025-06-29T22:26:42.832Z,"Radal"
Santiago,Policía,2025-04-21T14:12:29.000Z,"Av. Portales"
Santiago,Peligro,2025-04-21T14:09:47.000Z,"Agustinas"
Santiago,Peligro,2025-04-20T23:07:40.000Z,"Av. Libertador Bernardo O'Higgins"
Santiago,Peligro,2025-04-21T02:25:41.000Z,"Av. Libertador Bernardo O'Higgins"
Providencia,Accidente,2025-04-21T14:09:06.000Z,"Av. Costanera Andrés Bello"
Santiago,Peligro,2025-04-18T23:44:07.000Z,"Av. Libertador Bernardo O'Higgins"
Santiago,Policía,2025-04-21T14:10:39.000Z,"Rondizzoni"
Santiago,Peligro,2025-04-20T13:11:31.000Z,"Av. Libertador Bernardo O'Higgins"
Independencia,Policía,2025-06-29T22:26:42.832Z,"Av. La Paz"
Santiago,Otro,2025-04-21T14:17:44.000Z,"Ismael Valdés Vergara"
